1.1568550E+01	-3.2198002E+01	7.50E+001
1.1581560E+01	-3.2189400E+01	7.60E+001
1.1594420E+01	-3.2183601E+01	7.70E+001
1.1607121E+01	-3.2174900E+01	7.80E+001
1.1619640E+01	-3.2169102E+01	7.90E+001
1.1632000E+01	-3.2163300E+01	8.00E+001
1.1644210E+01	-3.2154598E+01	8.10E+001
1.1656280E+01	-3.2145901E+01	8.20E+001
1.1668200E+01	-3.2140099E+01	8.30E+001
1.1679980E+01	-3.2131401E+01	8.40E+001
1.1691620E+01	-3.2125599E+01	8.50E+001
1.1703130E+01	-3.2119801E+01	8.60E+001
1.1714510E+01	-3.2111198E+01	8.70E+001
1.1725760E+01	-3.2105400E+01	8.80E+001
1.1736880E+01	-3.2096699E+01	8.90E+001
1.1747890E+01	-3.2090900E+01	9.00E+001
1.1758780E+01	-3.2088001E+01	9.10E+001
1.1769550E+01	-3.2079300E+01	9.20E+001
1.1780200E+01	-3.2073502E+01	9.30E+001
1.1790730E+01	-3.2067699E+01	9.40E+001
1.1801160E+01	-3.2061901E+01	9.50E+001
1.1811480E+01	-3.2056099E+01	9.60E+001
1.1821700E+01	-3.2050301E+01	9.70E+001
1.1831810E+01	-3.2044498E+01	9.80E+001
1.1841820E+01	-3.2038799E+01	9.90E+001
1.1851730E+01	-3.2033001E+01	1.00E+002
1.1861550E+01	-3.2027199E+01	1.01E+002
1.1871270E+01	-3.2024300E+01	1.02E+002
1.1880890E+01	-3.2018501E+01	1.03E+002
1.1890420E+01	-3.2012699E+01	1.04E+002
1.1899870E+01	-3.2004002E+01	1.05E+002
1.1909220E+01	-3.2001099E+01	1.06E+002
1.1918490E+01	-3.1995300E+01	1.07E+002
1.1927680E+01	-3.1989500E+01	1.08E+002
1.1936780E+01	-3.1983700E+01	1.09E+002
1.1945790E+01	-3.1977900E+01	1.10E+002
1.1954730E+01	-3.1972099E+01	1.11E+002
1.1963590E+01	-3.1969299E+01	1.12E+002
1.1972370E+01	-3.1963501E+01	1.13E+002
1.1981070E+01	-3.1957701E+01	1.14E+002
1.1989700E+01	-3.1951900E+01	1.15E+002
1.1998260E+01	-3.1946100E+01	1.16E+002
1.2006740E+01	-3.1940300E+01	1.17E+002
1.2015150E+01	-3.1937401E+01	1.18E+002
1.2023490E+01	-3.1931601E+01	1.19E+002
1.2031760E+01	-3.1925800E+01	1.20E+002
1.2039970E+01	-3.1922899E+01	1.21E+002
1.2048100E+01	-3.1917101E+01	1.22E+002
1.2056170E+01	-3.1911301E+01	1.23E+002
1.2064180E+01	-3.1908400E+01	1.24E+002
1.2072120E+01	-3.1902599E+01	1.25E+002
1.2080010E+01	-3.1896900E+01	1.26E+002
1.2087820E+01	-3.1893999E+01	1.27E+002
1.2095580E+01	-3.1888201E+01	1.28E+002
1.2103280E+01	-3.1885300E+01	1.29E+002
1.2110920E+01	-3.1882401E+01	1.30E+002
1.2118500E+01	-3.1876600E+01	1.31E+002
1.2126030E+01	-3.1873699E+01	1.32E+002
1.2133500E+01	-3.1867901E+01	1.33E+002
1.2140910E+01	-3.1862101E+01	1.34E+002
1.2148270E+01	-3.1859200E+01	1.35E+002
1.2155570E+01	-3.1856300E+01	1.36E+002
1.2162830E+01	-3.1850500E+01	1.37E+002
1.2170030E+01	-3.1844700E+01	1.38E+002
1.2177170E+01	-3.1841801E+01	1.39E+002
1.2184270E+01	-3.1838900E+01	1.40E+002
1.2191320E+01	-3.1833099E+01	1.41E+002
1.2198320E+01	-3.1830200E+01	1.42E+002
1.2205270E+01	-3.1827299E+01	1.43E+002
1.2212170E+01	-3.1821600E+01	1.44E+002
1.2219030E+01	-3.1818701E+01	1.45E+002
1.2225840E+01	-3.1812901E+01	1.46E+002
1.2232600E+01	-3.1809999E+01	1.47E+002
1.2239320E+01	-3.1807100E+01	1.48E+002
1.2245990E+01	-3.1801300E+01	1.49E+002
1.2252620E+01	-3.1798401E+01	1.50E+002
1.2259200E+01	-3.1795500E+01	1.51E+002
1.2265750E+01	-3.1789700E+01	1.52E+002
1.2272240E+01	-3.1786800E+01	1.53E+002

